organization,count,usgs,id
"James Cook University, AUS",1,False,12910
Griffith University,1,False,7117
University of Gothenburg,1,False,12695
Tomsk Polytechnic University,1,False,24563
The University Centre in Svalbard,2,False,24564
University of Illinois Chicago,2,False,18133
Oklahoma Water Resources Board,1,False,18135
Geology and Geophysics Science Center,1,True,309
"aDepartment of Evolution, Ecology and Organismal Biology, The Ohio State University, Columbus, OH, 43212",1,False,18882
"Department of Biology, The University of Texas at Brownsville, Brownsville, TX, 78520",1,False,18883
"GLIER, The University of Windsor, Windsor, ON, N9B 3P4, Canada",1,False,18884
"Department of Wildlife, Fish & Conservation Biology, University of California, Davis",1,False,6961
Northland College,1,False,18886
West Maui Watershed Partnership,1,False,17203
"INGV-sezione di Pisa,Italy",1,False,18867
Sapienza - University of Rome,1,False,18868
USGS NY Water Science Center,1,False,17837
Chugach National Forest,1,False,18943
Florida Atlantic University,4,False,15312
State of Oregon Department of Geology and Mineral Industries,1,False,26998
University of Wisconsin-Oshkosh,1,False,18171
"California Institute of Technology, Jet Propulsion Laboratory",2,False,18876
"Southwest Research Institute, Boulder, Colorado",1,False,7037
"U.S. Department of Agriculture, Forest Service, National Genomics Center for Wildlife and Fish Conservation, Rocky Mountain Research Station, Missoula, MT 59801 USA",1,False,18916
"Department of Environmental Conservation, University of Massachusetts, Amherst, MA, 01003, USA",1,False,18918
Montana State Univ.,1,False,13655
"Department of Ecology, Montana State University",1,False,5098
"2Department of Geology and Geological Engineering, Colorado School of Mines, Golden, CO",1,False,25315
Tamarisk Coalition,1,False,24639
"Colorado Department of Agriculture, Biological Pest Control",1,False,16124
Pronatura Noroeste,1,False,24640
"Island Conservation, Santa Cruz, CA",1,False,26976
"Dep't Ecology and Evolutionary Biology, UC Santa Cruz, CA",1,False,26977
Maui Forest Bird Recovery Project,1,False,13352
"Taronga Zoo, Mosman, NSW, Australia",1,False,17909
"Friedrich Schiller University, Germany",1,False,26947
"Virginia Tech; Friedrich Schiller University, Germany",1,False,26948
"Helmholtz Centre for Environmental Research, Germany",1,False,26949
Scenario Insight,1,False,25365
"National Park Service, Northeast Region",1,False,25367
"National Park Service, Acadia National Park",1,False,25368
Penn State Univ.,1,False,25381
USDA-ARS Environmental Microbial and Food Safety Lab,1,False,25382
"Department of Marine Ecology, NIOZ Royal Netherlands Institute for Sea Research",1,False,24822
"Animal Ecology Group, Groningen Institute for Evolutionary Life Sciences (GELIFES), University of Groningen",1,False,24823
Office of the AD Climate and Land-Use Change,2,True,505
"Estación Experimental de Zonas Áridas, Consejo Superior de Investigaciones Científicas, Almería, Spain",1,False,24592
"CNRS, Centre d’Ecologie Fonctionnelle et Evolutive (CEFE) UMR 5175, Université de Montpellier – Université Paul Valéry – EPHE, 1919 Route de Mende, 34293, Montpellier Cedex 5, France",1,False,24593
"SPE, Eni Petroleum Co.",1,False,18940
Colorado School of Mines / Sundance Energy,1,False,18934
Colorado School of Mines / EOG Resources,1,False,18935
"Department of Biological Sciences, University of Notre Dame, Notre Dame, IN",1,False,17677
Brooklyn College,1,False,20331
Museum of Natural Science,1,False,20332
The University of New Mexico,1,False,20333
"State Key Laboratory of Pollution Control and Resource Reuse, School of the Environment, Nanjing University, Nanjing, China",1,False,18059
Colorado Cooperative Fish and Wildlife Research Unit,1,True,189
"Maine Department of Marine Resources, Augusta, ME",1,False,25571
Colorado State University and Department of Earth and Climate sciences; and Indian Institute of Science Education and Research,1,False,20339
"Colorado State University and CEED Centre of Excellence, University of Oslo",1,False,20340
Santa Barbara,1,False,18015
CA Air Resources Board,1,False,18016
China University of Geosciences,1,False,12433
Royal Netherlands Institute for Sea Research,1,False,17924
University of North Carolina-Wilminton,1,False,17925
"San Diego State University, CA",1,False,17910
"Dep't Ecology and Evolutionary Biology, U Michigan",1,False,17911
"Dep't Biology, San Diego State University, CA",1,False,17912
"National Veterinary Institute, Uppsala Sweden",1,False,24842
"Institute of Integrative Biology, Department of Environmental Systems Science, ETH Zurich",1,False,24843
"Centre for Phytophthora Science and Management, Murdoch University",1,False,24844
"Department of Botany, University of Hawaii",1,False,24845
"Division of Conservation Biology, Vegetation and Landscape Ecology, University of Vienna",1,False,24846
Umea University,1,False,24847
Université de Picardie Jules Verne,1,False,24849
Universidad Nacional del Comahue,1,False,24851
Institute of Terrestrial Ecosystems,1,False,24852
Environment Agency Austria,1,False,24853
"Centre for Invasion Biology, Department of Zoology and Entomology, University of",1,False,24854
British Columbia Ministry of Natural Resources and Operations,1,False,12670
"National Marine Fisheries Service, NOAA",1,False,17856
"UC Natural Reserve System, Indian Wells, CA",1,False,17857
"Iowa State U, Ames, IA",1,False,17858
"former UMESC employee, USGS",1,False,6733
University of Illinois at Urbana-Champaign,2,False,16984
"CA State U, Bakersfield, CA",1,False,17823
"UC Berkeley, CA",1,False,17824
"CEAM-Universitat d'Alacant, Alacant, Spain",1,False,17825
"ICAE, Universidad Austral de Chile, Valdivia, Chile",1,False,17826
"Pepperdine U, Malibu, CA",1,False,17827
"Department of Mathematics, University of Louisiana at Lafayette",1,False,17830
"University of Louisiana, Lafayette",1,False,17763
"Department of Environmental Science, Policy, and Management, UC Berkeley, USA",1,False,17740
"Stony Brook U, School of Medicine, NY, USA",1,False,17741
"Research School of Biology, The Australian Nat'l U, Acton, Australia",1,False,17742
Chicago Botanic Garden,2,False,17752
"U.S. Fish and Wildlife Service, Division of Bird Habitat Conservation",2,False,17753
"Miami University, Department of Geography & Institute for the Environment and Sustainability",1,False,17754
"U.S. Fish and Wildlife Service, Upper Midwest Environmental Sciences Center",1,False,17755
"U.S. Fish and Wildlife Service, Region 3 Refuges",1,False,17756
"U.S. Fish and Wildlife Service, Atlantic Coast Joint Venture",1,False,17757
Nevada Sagebrush Ecosystem Program; Nevada Department of Wildlife,1,False,17737
"Dept of Forest & Natural Resources Mgmt, SUNY College of ESF",1,False,25371
"Research Forester, Natual Resources Canada - Canada Forest Service",1,False,25373
"Environmental Biology Program, Cazenovia College NY",1,False,25374
"United States Fish and Wildlife Service, Habitat and Population Evaluation Team",1,False,17647
"National Oceanic and Atmospheric Administration, Silver Spring, Maryland",2,False,16942
"CSC – IT Centre for Science, P.O. Box 405, 02101, Espoo, Finland",1,False,6937
"Computer Network Information Center, Chinese Academy of Sciences, Beijing, China",1,False,25285
Severn Sound Environmental Association,1,False,16986
University of Qatar,1,False,16914
"Intrinsik Environmental Sciences Inc., Mississauga, ON, Canada",1,False,18085
"US Department of Interior, Washington, D.C",1,False,18086
"Earth and Environmental Sciences Wesleyan Univeristy Middletown, CT",1,False,16751
"Department of Biology, Davidson College",1,False,12984
Massachusetts Division of Fisheries and Wildlife,1,False,16900
"National Research Council, 500 Fifth Street NW, Washington, D.C., 20001, USA",1,False,16901
"U.S. Environmental Protection Agency, Office of Research and Development",1,False,13226
"U.S. Fish and Wildlife Service, Ecological Services Program, Washington, D.C., 20240, USA",2,False,16902
"U.S. Fish and Wildlife Service, Kenai National Wildlife Refuge, Soldotna, AK, 99669, USA",1,False,16903
"Division of Evolution, Ecology and Genetics, Research School of Biology, Australian National University, Canberra, ACT 0200, AUSTRALIA",1,False,16904
"U.S. Fish and Wildlife Service, Science Applications, Fairbanks, AK, 99701, USA",1,False,16906
"U.S. Fish and Wildlife Service, Migratory Bird Program, Washington, D.C., 20240, USA",1,False,16907
"U.S. Fish and Wildlife Service, Appalachian Landscape Conservation Cooperative, Shepherdstown, WV, 25443, USA",1,False,16908
"Department of Ecology, Evolution and Marine Biology, UC Santa Barbara, Santa Barbara, CA 93106, USA",1,False,16910
"University of California, Wildlife Health Center",1,False,16862
Rancher's Supply,1,False,16863
"CNRS, Universite d'Orleans, France",1,False,17639
"USGS, OGW Branch of Geophysics & Univ. of Calgary",1,False,16958
Univ of Florida,2,False,17943
Helmholtz Center Potsdam,1,False,16616
"USDA-Agricultural Research Service, Ames, IA, USA",1,False,15295
"Rutgers University, Newark, New Jersey",1,False,18869
"Alaska DFG and University of Alaska, Fairbanks",1,False,16783
Nebraska Cooperative Fish and Wildlife Research Unit,2,True,463
University of Alabama Birmingham,1,False,13650
University of Alabama-Birmingham,1,False,13651
"Distinguished Researcher, Rochester Institute of Technology",1,False,13462
"Systems Integration Engineer, Rochester Institute of Technology",1,False,13463
"U.S. Fish and Wildlife Service, Arcata FWO, Arcata, CA  95521",1,False,13396
National Parks Service,2,False,13367
"West Virginia University, Mortgantown, WV",1,False,26870
Dep. of Wildlife Ecology Uni Florida,1,False,13371
Uni. Florida,1,False,13372
"The Nature Conservancy, Great Rivers Partnership",1,False,17634
"U. S. Fish and Wildlife Service, Upper Mississippi River National Wildlife and Fish Refuge",1,False,17635
"U. S. Fish and Wildlife Service, Ecological Services Field Office, Bloomington, MN",1,False,17636
"U. S. Army Corps of Engineers, St. Paul District",1,False,17637
"ADA-ES, Inc. Littleton, CO",1,False,7205
"Bryn Mawr College, 101 Merion Ave, Bryn Mawr, PA 19010",1,False,6651
"Norwegian Veterinary Institute, Ullevalsveien 68, Oslo, Norway",1,False,7064
"Department of Biology, Frostburg State University, 101 Braddock Road, Frostburg, MD",1,False,13481
"Michigan State University, East Lansing, MI",1,False,26875
"Department of Forestry, Wildlife and Fisheries, University of Tennessee",1,False,7006
Lamont-Doherty Earth Observatory at Columbia University,1,False,27369
"Lamont Doherty Earth Observatory, Columbia University, Palisades, NY",1,False,7135
Sander Geophysics Ltd.,1,False,27370
Wildlife Management Institute,1,False,17849
Washington and Lee University,1,False,16159
"University of California, San Diego",1,False,15303
"Dept. of Public Health Sciences, Miller School of Medicine, University of Miami",2,False,27490
"Dept. of Infectious Disease Epidemiology, Imperial College London, UK",1,False,27491
"Dept. of Marine Biology and Ecology, University of Miami",1,False,27492
"Malaria Research and Training Center, University of Bamako, Mali",1,False,27493
"Dept. of Microbiology and Molecular Genetics, Hebrew University, Jerusalem, Israel",1,False,27494
LA County Department of Public Works,1,False,27483
U.S. Dept. of Agriculture Soil Salinity Laboratory,1,False,27484
Antelope Valley East Kern Water District,1,False,27485
"State University of New York, Binghampton",1,False,27486
"County of Los Angeles Department of Public Works, Alhambra, CA",1,False,27487
"National Park Service, Glacier National Park, West Glacier, MT",1,False,16272
"CIPAV - Centro para la Investigación en Sistemas Sostenibles de Producción Agropecuaria, Cali, Colombia",1,False,25633
"entro de Investigaciones en Ecosistemas, Universidad Nacional Autónoma de México, México D.F., México",1,False,25634
UC Los Angeles,1,False,6772
University of Kansas,2,False,6773
University of the State of Mato Grosso,1,False,18165
Massachusetts Archeological Society (member),1,False,18040
Town of Upton Historical Commission,1,False,18041
"Department of Earth and Environmental Sciences, University of Waterloo, Waterloo, ON N2L 3G1",1,False,20330
University of Texas at Arlington,1,False,12734
"US Forest Service, retired",1,False,6925
"Department of Biological Sciences, Humboldt State University",1,False,6958
"Snow and Avalanche Laboratory, Montana State University, Bozeman, MT, USA",1,False,27212
"USDA Forest Service National Avalanche Center, Bozeman, MT, USA",1,False,27213
Univ. of Liverpool,1,False,27128
"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA",1,False,18954
"formerly with WERC, USGS",1,False,17713
Landcare Research,1,False,12679
Bowker Petroleum LLC,1,False,17622
British Petroleum,1,False,17623
Arkansas Geological Survey,1,False,17624
IHS Inc. (retired),1,False,17625
Utah Geological Survey,1,False,17626
Western Michigan University,1,False,15306
"Energy & Geoscience Institute, University of Utah, Salt Lake City, Utah, USA",1,False,16287
Egret Consulting,1,False,17627
University of North Dakota,1,False,17628
"Department of Biomedical Sciences, Ross University School of Veterinary Medicine, PO Box 334, Basseterre, St. Kitts, West Indies",1,False,17866
"Dept of Biological Sciences, Eastern Illinois University, Charleston, IL",1,False,27256
"Dept of Nat Resources and Env Sciences, University of Illinois, Urbana, IL",1,False,27257
"Dept of Biological Sciences, The University of Southern Mississippi, Hattiesburg, MS",1,False,27258
"Department of Biological Sciences, University of Southern Mississippi",1,False,12981
"Illinois Natural History Survey, University of Illinois, Champaign, IL 61820",1,False,27259
"Dept of Civil, Env and Geodetic Engineering, Ohio State University, Columbus, OH 43210",1,False,27260
"University of Tubingen, Wilhelmstrasse 56, Tugingen, GER 72076",1,False,15304
"UL, Lafayette",1,False,17769
FAU,1,False,17770
The University of Queensland,1,False,13335
"Department of Geo-Information Processing, Faculty of Geo-Information Science and Earth Observation (ITC), University of Twente, Enschede, The Netherlands",2,False,16630
"National Integrated Drought Information System, Boulder, CO",1,False,7075
Pacific States Marine Fisheries Commission,1,False,20304
University of California San Francisco; Howard Hughes Medical Center,1,False,27104
"South Florida Natural Resource Center, Everglades National Park",2,False,13531
Univ. of Miami,1,False,17759
Florida International Univ.,1,False,17760
USACE ERDC,1,False,18947
Delaware DNREC,1,False,18948
Town of Nags Head,1,False,18949
University of Victoria,1,False,16829
Duke Univerisity,1,False,27285
CU Boulder,1,False,25479
Hess Corp.,1,False,17690
"U.S. Fish and Wildlife Service, Annapolis, MD",1,False,12750
Univ. of Newfoundland,1,False,15294
"Department of Geological Sciences and Environmental Studies, Binghamton University, SUNY",1,False,17689
Southeast Missouri State University,1,False,17621
"Department of Geological Sciences and Environmental Studies, Binghamton University, SUNY, Binghamton NY  13902",1,False,17843
"USFWS, Phoenix, AZ",1,False,24651
Richard Stockton College of New Jersey,1,False,17785
"McLemore Consulting, U.S. Geological Survey, National Wetlands Research Center, Lafayette, Louisiana, USA",1,False,17616
"Plant Functional Biology and Climate Change Cluster, University of Technology, Sydney, Broadway, NSW, Australia",1,False,17618
NASA GSFC SSAI,2,False,12721
"2. Nano-Imaging Services, Inc., 10835 Road To The Cure, Ste. 150. San Diego, CA 92121, USA",2,False,17780
Goddard Institute,1,False,16858
Sonoma County Water Agency,1,False,17863
University of Winnipeg,1,False,16930
Headwall Photonics,1,False,16931
"University of Washington, Seattle, Washington, USA",1,False,17844
"North East Interdisciplinary Research Inst, Far East Branch Russian Academy of Sciences, Magadan, Russia",1,False,17845
"University of Hawaii, Pacific Cooperative Studies Unit",1,False,17944
"U.S. Fish and Wildlife Service, Pacific Islands Refuge and Monuments",1,False,17945
University of Missouri-Columbia MO,1,False,16943
"Department of Biological Sciences, Duquesne University, Pittsburgh, PA 15282",1,False,27189
"Department of Microbiology and Ecotoxicology, University of California at Santa Cruz, Santa",1,False,27190
University of Utah Dept. of Geography,2,False,7215
"Bioscience Division, Los Alamos National Laboratory, Los Alamos, NM, USA",1,False,27561
Bachand & Associates,2,False,12526
"University of California, Davis, CA, USA",1,False,7246
Westminster College,1,False,16946
"University of Maine, Orono, ME",1,False,25572
USGS-WERC,1,False,17847
UNCW,1,False,17714
Climate Hazards Group University of California Santa Barbara,1,False,16255
"University of Massechusetts, Lowell",1,False,16250
"UC Santa Barbara, Geography",1,False,16874
"University of Toulouse, France",1,False,24840
"University of Tennessee, Knoxville, TN",2,False,16989
"Olympic National Park, Port Angeles, WA",1,False,12587
"U.S. Army Corps of Engineers, Walla Walla District, Walla Walla, WA 99362",1,False,16680
"Natural Resource Conservation Service, U.S. Department of Agriculture",1,False,16195
"State Key Lab of Soil Erosion and Dryland Farming, NW A&F Unv, Yangling, China",1,False,27127
US EPA Region 1,1,False,18149
Penobscot Indian Nation department of Natural Resources,1,False,18150
US EPA Office of Pesticides Program,1,False,18151
US EPA Office of Research and Development,1,False,18152
(6) US Fish & Wildlife Ser,1,False,18153
gency for Toxic Substance & Disease Registry,1,False,18154
ESTEC,1,False,17687
Univ. Maryland,1,False,17688
"Department of Earth, Environmental, and Planetary Sciences, Brown University",1,False,7002
"Center for International Forestry Research, Indonesia",1,False,17629
"Department of Molecular Biology, University of Wyoming",1,False,17630
"Volunteer for Science, USGS",1,False,13701
Princeton U.,1,False,16784
"Department of Environmental Science and the Center for Reservoir and Aquatic Systems Research (CRASR), Baylor University, Waco, TX",1,False,16605
"Oak Ridge National Laboratory, Environmental Sciences Division, Oak Ridge, TN 37831-6335, USA",1,False,16649
"WH Pacific, Inc. Albuquerque, New Mexico",1,False,13548
"Scripps Institution of Oceanography, La Jolla, CA",1,False,16196
"California State University, Long Beach, CA",1,False,16197
"SELC, Venice, Italy",1,False,16198
GNS Science/Massey University,1,False,6956
Monash University,1,False,27278
Plateau Land and Wildlife Mgmt.,1,False,13311
"School of Environmental and Forest Sciences & Environmental Engineering, University of Washington, Seattle",1,False,16142
"Xinjiang Institute of Ecology and Geography, China",1,False,18132
"Civil & Environmental Engineering, University of California Irvine",1,False,13550
University of Nevada - Reno,1,False,16704
"CICESE, Mexico",2,False,17735
UABC,1,False,27319
"University of Minnesota, St. Paul, MN",1,False,24577
Johns Hopkins Bloomberg School of Public health,1,False,13508
"School of earth and climate science, Uni. of Maine.",1,False,13637
"Chevron Corporation, Houston TX",1,False,17691
"Syracuse University, Syracuse NY",1,False,17692
"University of Miami, Miami FL",1,False,17693
B-WARE Research Center,1,False,16678
"Aquatic Ecologist, Cary Institute of Ecosystem Studies, Millbrook NY",1,False,17611
"Department of Biology, Dalhousie University",1,False,24826
"Missouri Cooperative Fish and Wildlife Research Unit, U.S. Geological Survey, University of Missouri",1,False,24827
Landslide Hazards Program,1,True,363
"Department of Earth Sciences, National Taiwan Normal University, Taipei, Taiwan",1,False,27317
"Earthquake Research Institute, The University of Tokyo",1,False,27318
"U.S. Environmental Protection Agency, Chicago, IL",1,False,13484
"Syngenta Biotechnology, Inc., Research Triangle Park, NC",1,False,13486
"Cooperative Freshwater Ecology Unit, Laurentian University, Sudbury, Ontario, Canada",1,False,27441
California Rangeland Conservation Coalition,1,False,12808
Biological Resources Division,2,True,135
Mount Allison University,1,False,12803
TVA,1,False,12759
Tuttle and Associates,1,False,12760
"U.S.D.A. Forest Service, Forest Sciences Lab, 860 North 1200 East, Logan, UT",1,False,27214
"City University of New York, Queens College",1,False,7255
"U.S. Fish and Wildlife Service, Conservation Genetics Laboratory, Warm Springs, Georgia",1,False,12873
"Centre for Marine Sciences, University of the West Indies, Queen’s Highway, P.O Box 35, Discovery Bay, St. Ann, Jamaica",1,False,12874
"ECOMAR, PO Box 1234 Belize City, Belize",1,False,12875
Manhattan College,1,False,27565
ARCADIS US,1,False,27566
Ghent University,1,False,27567
Tokyo Institute of Tecnology,1,False,27568
SSAI / NASA / GSFC,1,False,7209
"Animal Health Centre, Ministry of Agriculture, Abbotsford, BC, Canada",1,False,12618
"Pacific Biological Station, Fisheries and Oceans Canada, Nanaimo, BC, Canada",1,False,12619
"Department of Geography and Climate Hazards Group, University of California, Santa Barbara, CA, USA",1,False,16245
"Biospheric Sciences Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA",1,False,16246
"Sigma Space Corp, NASA Goddard Space Flight Center, Greenbelt, MD, USA",1,False,16247
"Hydrologic Sciences Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA",1,False,16248
"U of Colorado, Boulder",2,False,16240
UMASS Lowel,1,False,16249
"Department of Civil and Environmental Engineering, Northwestern University, Evanston, Illinois, USA",1,False,5041
"University Politehnica Bucharest, Romania",1,False,27394
"Mikroskopische Untersuchungen, Germany",1,False,27395
"Flemish Institute for Technological Research (VITO), Remote Sensing Unit",1,False,16241
Instituto Nacional de Meteorologia -  Mozambique;,1,False,16242
"Alterra, Wageningen University",1,False,16243
"TAMSAT Research Group, University of Reading, UK",1,False,16244
Cascades Volcano Observatory,2,True,157
"U.S. Navy, COMPACFLT",1,False,13350
CSRIO Ecosystem Sciences,1,False,12495
CSIRO Ecosystem Sciences,1,False,12496
"Univeristy of Melbourne, Dept of Forest and Ecosystem Science",1,False,12497
Univ. of Wyoming,1,False,7269
Univ. of Chile,1,False,7270
"Dept. of Mathematics, University of Miami",1,False,27495
"KIA Hawaii, former Axis Deer Coordinator, Big Island Invasive Species Committee",1,False,16131
UNAM,1,False,16152
US Fish & Wildlife Service,1,False,16956
DJ Case & Assoc.,1,False,25509
NC State University,1,False,25510
Doppler Ltd.,1,False,16173
San Diego Natural History Museum,1,False,16175
"University of Arizona, SNRE",1,False,12525
University of Aberdeen,1,False,7165
"Department of Earth Sciences, Simon Fraser University, Canada",1,False,16928
Pacific Regional Director's Office,1,True,5079
Univ. Hawai`i,1,False,25364
U C Davis,1,False,12659
"University of California, Davis; Mercyhurst University",1,False,16301
"Cramer Fish Sciences, 600 NW Fariss Rd., Gresham, OR  97030",1,False,27482
SIM Regional Coordinator,1,False,13565
NC Deptartment of Transportation,1,False,27106
The Johns Hopkins University Applied Physics Laboratory,1,False,18878
Arecibo Observatory/USRA,1,False,18880
Ithaca College,1,False,18877
"Information Sciences Institute, University of Southern California, Marina del Rey, CA 90292, US",1,False,17935
"Software Engineering for Business Information Systems, Technical University Munich, Munich, BY 85748, DE",1,False,17936
"Civil and Environmental Engineering, Penn State University University Park, PA 16801, US",1,False,17937
"NOAA NMFS Pacific Islands Fisheries Science Center, Honolulu, Hawaii",1,False,17707
"Hawai`i Department of Land and Natural Resources Division of Aquatic, Honolulu, Hawaii",1,False,17708
NatureServe,1,False,17658
"Department of Ecology and Evolutionary Biology, University of Tennessee",1,False,17655
"Department of Integrative Biology and Biodiversity Research, University of Natural Resources and Life Sciences, Vienna, Austria",1,False,13043
"Department of Biology, Grand Valley State University, Allendale, MI",1,False,17656
"Scientist, E&S Environmental Chemistry Inc, Corvallis OR",1,False,7087
"Plant Biochemist, U.S. Forest Service",1,False,17650
"USDA Forest Service, NRS",1,False,17652
"Scientist, SUNY College of Environmental Science & Forestry",1,False,17651
"Colorado State University, Natural Resource Ecologyy Lab",1,False,16654
"Canadian Space Agency, Saint-Hubert, Quebec, Canada",1,False,6991
French National Hunting and Wildlife Agency (ONCFS),1,False,13683
Wetlands International,1,False,13682
The Federation of Associations for Hunting and Conservation (FACE),1,False,13684
"Biological and Environmental Sciences, University of Stirling",1,False,13686
European Institute for Migratory Birds of the Western Palearctic (OMPO),1,False,13687
Wildfowl and Wetland Trust (WWT),1,False,13688
Technische Universitat Munchen,1,False,13689
Namibia Nature Foundation,1,False,13691
UAFGI,1,False,13493
"Climate Impacts Group, College of the Environment, University of Washington",1,False,12463
University of Washington Office of the Washington State Climatologist,1,False,12464
"Picarro, Inc. Santa Clara, CA",1,False,7073
UN World Food Program,1,False,7070
Sigma Space Corporation,1,False,7240
"IIHR-Hydroscience and Engineering, Department of Civil and Environmental Engineering, The University of Iowa",1,False,7241
"Dauphin Island Sea Lab, Dauphin Island, AL",1,False,12553
Wright State University,1,False,13348
"Centro de Reprodução Anatideos, PORTUGAL",1,False,13349
"U.S. Army Corps of Engineers, Kansas City",1,False,15308
PA DEP,1,False,16963
"Herpetological Associates, Inc., Plant and Wildlife Consultants, 575 Toms River Road, Jackson, NJ 08527 USA. Corresponding author e-mail: RZappalort@aol.com",1,False,25511
"Department of Fisheries and Wildlife and Department of Zoology, 480 Wilson Rd. 13 Natural Resources Building, Michigan State University, East Lansing, MI 48824",1,False,16582
"Department of Fisheries and Wildlife, 480 Wilson Rd. 13 Natural Resources Building, Michigan State University, East Lansing, MI 48824",1,False,16583
"Fisheries Division, Michigan Department of Natural Resources, P.O. Box 30446, Lansing, MI 48909",1,False,16584
Arizona Game and Fish Department,1,False,12922
"University of Hawaii, Manoa",1,False,17202
"School of Aquatic and Fishery Sciences, University of Washington",1,False,13190
"Department of Ecosystem and Conservation Sciences, University of Montana, Missoula, MT 59812, USA",1,False,24513
"Department of Ecology and Evolutionary Biology, Princeton University, Princeton NJ 08544",1,False,24514
"ARC Centre of Excellence for Climate Systems Science & Climate Change Research Centre, University of New South Wales, Sydney, Australia",1,False,24515
"University of Montana, Missoula, MT",1,False,7089
"Walking Shadow Ecology, Gardiner, MT, 59030, USA",1,False,18906
"National Park Service, Intermountain Region Landscape Conservation and Climate Change Division, 2327 University Way, Suite 2, Bozeman, MT 59715, USA",1,False,18907
"Montana Natural Heritage Program, P.O. Box 201800, 1515 East Sixth Ave., Helena, MT 59620",1,False,18912
"Bureau of Land Management Montana/Dakotas State Office, 5001 Southgate Dr., Billings, MT 59101",1,False,18913
"Montana Fish, Wildlife and Parks, P.O. Box 200701, Helena, MT 59620",1,False,18914
"2016 Rosemont Drive, Landenberg, Pennsylvania, USA",1,False,18905
Argonne National Laboratory,1,False,17946
"Waterline Resources Inc., Nanaimo, British Columbia, Canada",1,False,18175
"Zoological Museum of Moscow, MV Lomonosov University, Moscow, Russia",1,False,6930
"National Marine Mammal Laboratory, Alaska Fisheries Science Center, National Marine Fisheries Service, NOAA, Seattle, Washington",1,False,24829
Battelle Memorial Institute,1,False,25257
Pegasus,1,False,25258
UC Santa Cruz Department of Earth and Planetary Sciences,1,False,24821
"Department of Life and Environmental Sciences, Bournemouth University, United Kingdom",1,False,24818
"Waterfowl Ecology Research Group, Department of Wildlife, Humboldt State University, Arcata, California",1,False,24819
"Department of Biology and Wildlife, University of Alaska Fairbanks, Fairbanks, AK",1,False,24816
"Alaska Department of Fish and Game, Division of Wildlife Conservation, Soldotna, AK",1,False,24817
"Uni. of Florida, Department of Wildlife Ecology and Conservation",1,False,13334
"U.S. Bureau of Reclamation, Denver Technical Service Center, Denver, CO 80225, USA",1,False,18915
"Cherokee Services Group, Brown Treesnake Project, Dededo, GU 96912",1,False,18904
Universtiy of Montana,1,False,18069
"2Cooperative Institute for Research in the Atmosphere; Colorado State University, Boulder, CO",1,False,18046
"Department of Biology, University of Nebraska at Omaha, Allwine Hall 114, 6001 Dodge Street, Omaha, NE 68182-0040, USA",1,False,17888
Michigan Department of Environmental Quality,1,False,17835
Michigan Department of Health and Human Services,1,False,17836
"Département de Géologie et de Génie Géologique, 1065 avenue de la Médecine, Québec Canada",2,False,17811
"Clinic of Nephrology, Clinical Centre, Nis, Serbia",1,False,13369
Universita Politecnica delle Marche,1,False,18931
Functional Center of Marche Region's Civil Protection System,1,False,18932
Snohomish County Public Works,1,False,17900
"Department of Civil and Environmental Engineering, University of Maryland College Park",1,False,18122
"United States Department of Agriculture, Agricultural Research Service, Coastal Plains Soil, Water, and Plant Research Center, 2611 West Lucas St., Florence, South Carolina, USA",1,False,18124
California University of Pennsylvania,1,False,18003
"Department of Geography-Geology, Illinois State University, Normal, Illinois, 61790, USA.",1,False,24534
"NILU - Norwegian Institute for Air Research, 2027 Kjeller, Norway.",1,False,24538
"LimnoTech, 501 Avis Drive, Ann Arbor, Michigan, 48108, USA.",1,False,24539
"Department of Ecology and Genetics/Limnology, Uppsala University, Uppsala, Sweden",1,False,17988
"Department of Atmospheric and Environmental Sciences, University at Albany, State University of New York, Albany, New York, 12222, USA.",1,False,24541
"Department of Ecosystem Research, Leibniz Institute of Freshwater Ecology and Inland Fisheries, Müggelseedamm 301, D- 12587 Berlin, Germany",1,False,24542
"National Institute for Agricultural Research (INRA), UMR Centre Alpin de Recherche sur les Réseaux Trophiques des Ecosystèmes Limniques (CARRTEL), 74200 Thonon-Les-Bains, France",1,False,24544
"University of Helsinki, Lammi Biological Station, Pääjärventie 320, FI-16900 Lammi, Finland.",1,False,24545
"Large Lakes Observatory, University of Minnesota-Duluth, Duluth, Minnesota, 55812, USA.",1,False,24546
"Ministry of Environment and Climate Change, Cooperative Freshwater Ecology Unit, Laurentian University, Sudbury, Ontario, Canada",1,False,24547
"Water Research Centre, The Environment Institute, School of Earth and Environmental Science, University of Adelaide, South Australia, Australia",1,False,7196
"Fisheries Ecosystems Advisory Services, Marine Institute, Furnace, Newport, Co. Mayo, Ireland.",1,False,24549
"Research Institute for Limnology, University Innsbruck, A-5310, Mondsee, Austria.",1,False,24550
"Florida Sea Grant, University of Florida, Gainesville, Florida, 32611, USA.",1,False,24551
"Department of Natural Resources, Cornell University, Ithaca, New York, 14853, USA.",1,False,24552
"International Institute for Sustainable Development - Experimental Lakes Area, Winnipeg, Manitoba, R3B 2L6, Canada",1,False,24553
